id,weight,originHubId,destinationHubId,priority
PKG-000536,488.68,WH-094,WH-093,LOW
PKG-000537,87.51,WH-084,WH-005,STANDARD
PKG-000538,351.76,WH-007,WH-023,STANDARD
PKG-000539,109.36,wh-049,WH-018,URGENT
PKG-000540,498.27,WH-098,WH-034,URGENT
PKG-000541,386.50,WH-027,WH-061,LOW
PKG-000542,375.14,WH-051,WH-081,STANDARD
PKG-000543,266.42,WH-037,WH-021,LOW
PKG-000544,402.25,WH-025,WH-085,LOW
PKG-000545,140.22,WH-012,WH-032,STANDARD
PKG-000546,299.14,WH-040,WH-025,URGENT
PKG-000547,483.48,WH-001,WH-100,LOW
,298.94,WH-065,WH-067,LOW
PKG-000549,161.20,WH-067,WH-034,LOW
pkg-000550,256.40,WH-039,WH-007,LOW
PKG-000551,42.19, WH-058 ,WH-017
PKG-000552,223.90,WH-025,wh-058,CRITICAL
PKG-000553,56.05,WH-058,WH-070,STANDARD
PKG-000554,110.21,WH-033,WH-037,STANDARD
PKG-000555,80.75,WH-063,WH-043,VIP
,159.64,WH-050,WH-071,STANDARD
 PKG-000557 ,371.40,WH-043,WH-034,URGENT
PKG-000558,288.72,wh-038,WH-095,STANDARD
PKG-000559, 51.145167300443894 ,WH-052,WH-066,LOW
PKG-000560,181.53,WH-016,wh-052,LOW
PKG-000561,443.90,WH-005,WH-057,STANDARD
,35.95,WH-011,wh-093,STANDARD
PKG-000563,120.39,WH-080,wh-039, LOW 
PKG-000564,363.28,WH-025,WH-080,URGENT
PKG-000565,168.34, WH-036 ,WH-035,EXPRESS

,146.40,,WH-081,URGENT
PKG-000567,467.78,WH-064,WH-026,STANDARD
PKG-000568,494.60,WH-099,wh-064, STANDARD 
PKG-000569,195.19,WH-052,WH-096,URGENT
PKG-000570,436.46,wh-007,WH-014
PKG-000571,265.74,WH-014,WH-096,URGENT
PKG-000572,,WH-076,WH-090,LOW
PKG-000573,15.46,WH-070,WH-015,low
PKG-000574,306.11,WH-009,WH-042,URGENT
PKG-000575,12.22, WH-088 ,WH-033,LOW
PKG-000576,276.13,WH-077,WH-032,URGENT
PKG-000577,446.16,WH-009,WH-077,URGENT
PKG-000578,N/A,WH-043,WH-092,STANDARD
PKG-000579,336.72,WH-030,WH-007,URGENT
PKG-000580,420.55,WH-088,WH-050,URGENT
PKG-000581,401.41,WH-047,WH-023,LOW
 PKG-000582 ,340.33,WH-091,WH-076,LOW
PKG-000583,350.39,WH-021,WH-095,URGENT
PKG-000584,300.03,WH-056,WH-001,STANDARD
PKG-000585,307.36,WH-034,,STANDARD
PKG-000586,478.85,WH-097,wh-011,LOW
PKG-000587,438.64,WH-060,WH-017,URGENT
PKG-000588,231.21,WH-062,WH-096,URGENT
PKG-000589,386.84, WH-048 ,WH-011,
PKG-000590,424.11,WH-035,WH-007,LOW
PKG-000591,291.56,WH-083,WH-039,LOW
PKG-000592,426.17,WH-072,WH-055,STANDARD
PKG-000593,480.27,WH-058,WH-015,
PKG-000594,77.03,WH-036, WH-019 ,urgent
PKG-000595,204.20,WH-049,WH-086,STANDARD
PKG-000596,231.26,WH-066,WH-092,STANDARD
PKG-000597,476.73,,WH-047,LOW,
PKG-000598,474.11,WH-054,wh-061, STANDARD 
PKG-000599,365.16,WH-028,WH-001,LOW
PKG-000600,33.14,WH-074, WH-072 , LOW 
PKG-000601,37.08, WH-008 ,WH-015,URGENT
PKG-000602,164.03,WH-068,wh-078,LOW
PKG-000603,74.78,WH-015, WH-019 ,
PKG-000604,141.23,WH-039,WH-045,LOW
PKG-000605,295.11,WH-093, WH-010 ,STANDARD
,null,WH-039,WH-100,
PKG-000607,211.50,WH-047,WH-020,LOW
PKG-000608,182.30,WH-083,WH-014,URGENT
PKG-000609,16.95,WH-030,WH-095,EXPRESS
PKG-000610,129.30,WH-052,wh-097,URGENT
PKG-000611,237.85,WH-057,WH-020,
PKG-000612,258.72,WH-042,WH-047,STANDARD
PKG-000613,111.87,WH-024,WH-007,URGENT
PKG-000614,264.47,WH-016,WH-042,URGENT
pkg-000615,25.73,WH-008, WH-078 ,URGENT
PKG-000616,155.27,WH-048,WH-030,standard
PKG-000617,169.85,WH-030,WH-052,URGENT
PKG-000618,428.12,WH-036,WH-032,LOW
PKG-000619,165.45,WH-057,wh-013,low
PKG-000620,23.84,WH-084,WH-078,URGENT
PKG-000621,463.62,WH-040,WH-098,URGENT
pkg-000622,479.45,WH-059,WH-007,URGENT
PKG-000623,171.44,WH-096,WH-017,URGENT
,213.86,WH-030,WH-049,LOW
PKG-000625,423.92,WH-061,WH-015,STANDARD
PKG-000626,37.08,WH-043,WH-092,LOW
 PKG-000627 ,323.13, WH-068 ,WH-019,STANDARD
PKG-000628,324.32,WH-029,WH-087,STANDARD
PKG-000629,332.45,wh-046,WH-086,STANDARD
PKG-000630,411.12,WH-017,WH-023
PKG-000631,98.11,wh-014,WH-004,LOW
PKG-000632,205.63,WH-033,wh-031,STANDARD
PKG-000633,214.46,WH-058,wh-092,LOW
PKG-000634,201.15,WH-096,WH-079,STANDARD
PKG-000635,445.18,WH-087,WH-074,LOW
PKG-000636,320.26,WH-074,WH-078,URGENT
PKG-000637,252.93,WH-064,WH-041,STANDARD
PKG-000638,391.81,WH-004,WH-054,URGENT
PKG-000639,146.93,WH-065,WH-062,URGENT
PKG-000640,255.53,WH-035,WH-093,LOW
PKG-000641,444.00,WH-090,WH-047,URGENT
PKG-000642,377.37,WH-076,WH-050,URGENT
PKG-000643,54.01,WH-065,WH-073,CRITICAL
PKG-000644,55.60,WH-086,WH-072,LOW
PKG-000645,446.13,WH-089,WH-085,standard
PKG-000646,390.73,WH-069,WH-097,LOW
PKG-000647,11.71,WH-078,WH-051,URGENT
PKG-000648,310.93,WH-065,WH-063,LOW
PKG-000649,262.29,WH-014,WH-037,LOW
PKG-000650,420.45,WH-005,WH-040,URGENT
PKG-000651,186.01,WH-020,WH-076,LOW
PKG-000652,39.18,WH-065,WH-073,
PKG-000653,227.38,WH-037,WH-068,URGENT
PKG-000654,320.98,wh-004,WH-044,STANDARD
PKG-000655,186.45,WH-045,,URGENT
 PKG-000656 ,377.18,WH-022, WH-058 ,STANDARD
PKG-000657,244.68,WH-042,WH-006,STANDARD
pkg-000658,49.05,WH-031,WH-028,STANDARD
PKG-000659,350.23,WH-083,WH-071, URGENT 
PKG-000660,282.42,WH-026,WH-084,STANDARD
PKG-000661,176.30,WH-029,WH-047,URGENT
PKG-000662,132.80,WH-006,WH-025, URGENT 
PKG-000663,119.73,WH-085,WH-056,LOW

PKG-000664,220.27,wh-071,WH-052,STANDARD
PKG-000665,32.43,,WH-007,URGENT
PKG-000666,357.83,WH-067,WH-007,STANDARD
PKG-000667,324.15,WH-009,WH-088,standard
PKG-000668,344.25, WH-041 ,wh-032,LOW
PKG-000669,163.38,WH-081, WH-020 
PKG-000670,194.57,WH-013,WH-048, STANDARD 
PKG-000671,362.67,WH-095,WH-043
PKG-000672,306.06,WH-038,WH-036,LOW
PKG-000673,81.05,WH-079,WH-069,LOW
PKG-000674,419.75,WH-100, WH-069 ,STANDARD
PKG-000675,66.57,WH-096,WH-089,STANDARD
PKG-000676,98.73,WH-097,WH-064,LOW
PKG-000677,152.86,WH-050,WH-092,
PKG-000678,69.41,wh-016,wh-023,LOW
PKG-000679,489.34,WH-037,WH-080,LOW
PKG-000680,299.14,WH-094,WH-047,STANDARD
PKG-000681,21.92, WH-087 ,WH-028,STANDARD
PKG-000682,457.77,WH-097,WH-098,LOW
PKG-000683,285.81,WH-082,WH-043,LOW
PKG-000684, 497.05734794349183 ,WH-013,WH-036, STANDARD 
PKG-000685,196.15,WH-081,WH-034,LOW
PKG-000686,37.66,WH-046,WH-048
PKG-000687,N/A,WH-040,WH-035,URGENT
PKG-000688,426.88,WH-016,WH-073,standard
PKG-000689,386.40,WH-096,WH-097,LOW
PKG-000690,384.43,WH-076,WH-079,URGENT
,272.07,WH-004, WH-045 ,URGENT
PKG-000692,208.39,WH-001,WH-044, STANDARD 
PKG-000693,214.68,wh-041,WH-005,LOW
PKG-000694,74.16,WH-098,WH-056,URGENT
PKG-000695,342.68,WH-011,WH-018,STANDARD
PKG-000696,141.75,WH-057,WH-075,URGENT
PKG-000697,49.05,WH-003,wh-002,STANDARD
PKG-000698,180.97,WH-062,WH-018,STANDARD
PKG-000699,498.55,WH-027,WH-004,URGENT
PKG-000700,446.70, WH-080 , WH-006 ,LOW,
PKG-000701,291.15,WH-038,WH-074,URGENT
PKG-000702,81.40,WH-014,WH-023,URGENT
PKG-000703,397.57,WH-004,WH-098, URGENT 
PKG-000704,3.68,WH-029,WH-059,CRITICAL
PKG-000705,null, WH-072 ,WH-032,LOW
PKG-000706,8.03,WH-032,WH-017,urgent
PKG-000707,26.40,WH-049,WH-057,LOW
PKG-000708,387.69,WH-002,WH-035,LOW
PKG-000709,96.98,WH-078,WH-033,URGENT
PKG-000710,248.21,WH-097,WH-068,low
PKG-000711,189.48,WH-067,WH-037,URGENT
PKG-000712,23.15393707135513kg,WH-065,WH-068,URGENT
PKG-000713,26.29,,WH-098
PKG-000714,229.83975929956324kg,WH-080,WH-070,STANDARD
 PKG-000715 ,386.37,WH-023,WH-044,STANDARD
PKG-000716,349.84,WH-044,WH-089,URGENT
PKG-000717,291.21,WH-066,WH-008,LOW
PKG-000718,210.57,WH-040,WH-094,URGENT
PKG-000719,381.32,WH-084,WH-014,LOW
PKG-000720,279.81,wh-006,WH-072,LOW
PKG-000721,238.80,WH-089,WH-053,STANDARD
,210.79,WH-020,WH-011,URGENT
PKG-000723,149.26,WH-019,WH-047,STANDARD
PKG-000724,179.49,WH-052,WH-090,URGENT
PKG-000725,362.80,WH-085,WH-051,STANDARD
PKG-000726,259.25,WH-020,WH-047
PKG-000727,433.12,WH-057,wh-044,URGENT
PKG-000728,487.64,WH-057,WH-050,LOW
PKG-000729,130.88,WH-012, WH-074 ,LOW
PKG-000730,102.88,WH-027,WH-094
PKG-000731,272.94,,WH-016,urgent
PKG-000732,19.80,WH-003,WH-050,LOW
PKG-000733,124.44,WH-026,WH-035,URGENT
PKG-000734,26.58,WH-036,WH-042,STANDARD
PKG-000735,484.86,WH-014,wh-071,URGENT
PKG-000736,198.28,WH-048, WH-005 ,STANDARD
PKG-000737,22.64,WH-099,WH-090,STANDARD
PKG-000738,11.43,WH-021,WH-094,LOW
PKG-000739,120.02,WH-027,WH-036,STANDARD
PKG-000740,419.04,WH-081,WH-059,STANDARD
PKG-000741,240.39,WH-089,WH-092,URGENT
PKG-000742,80.09,WH-057,WH-065,standard
PKG-000743,486.04,WH-030,WH-042,LOW
PKG-000744,403.47,WH-045,WH-008,URGENT
PKG-000745,443.20,WH-006,WH-002,

PKG-000746,140.90,WH-051,WH-054,LOW
PKG-000747,82.34,WH-054,WH-089,URGENT
,91.63,WH-008,WH-092,LOW
PKG-000749,57.18,WH-039,WH-066,URGENT
PKG-000750,494.86,WH-096,WH-091, STANDARD 
PKG-000751,373.93,WH-092,WH-039,STANDARD
PKG-000752,151.09, WH-004 ,WH-020,STANDARD
PKG-000753,376.79,WH-079,WH-048, URGENT 
pkg-000754,60.33,WH-038, WH-048 , LOW 
PKG-000755,470.94,WH-044,WH-002,URGENT
PKG-000756,296.36,WH-042,WH-087,URGENT
PKG-000757,282.06,WH-086,WH-073,STANDARD
PKG-000758,435.19,WH-093,WH-064,LOW
PKG-000759,71.50,WH-033,WH-083,STANDARD
pkg-000760,356.75,WH-035,WH-094,LOW
PKG-000761,299.91,wh-099,WH-014,STANDARD
PKG-000762,218.92,WH-044,WH-007,LOW
PKG-000763,383.46,WH-078,WH-053,STANDARD
pkg-000764,90.80,WH-014,WH-023,URGENT
PKG-000765,362.53,WH-065,wh-011,STANDARD
PKG-000766,105.62,WH-092,WH-037,URGENT
PKG-000767,101.77,WH-066,WH-064,URGENT
PKG-000768,232.05,WH-046,WH-060,
PKG-000769,256.98, WH-068 ,WH-030,CRITICAL
PKG-000770,443.80,WH-097,WH-089,VIP
PKG-000771,9.08, WH-035 ,WH-037,standard
PKG-000772,14.02,WH-094,WH-056,low
PKG-000773,434.30,WH-025, WH-014 ,URGENT
PKG-000774,142.51,WH-084,WH-082,URGENT
PKG-000775,11.15,WH-011,WH-058,STANDARD
PKG-000776,186.04, WH-017 ,WH-031,URGENT
PKG-000777,474.99,WH-007, WH-042 ,VIP
PKG-000778,198.49,WH-069,WH-065, LOW 
PKG-000779,136.64,WH-078, WH-042 ,LOW
PKG-000780,297.82, WH-011 ,WH-068,URGENT
PKG-000781,129.88,WH-006,WH-071,LOW
PKG-000782,49.50,WH-014,WH-038,LOW
PKG-000783,444.24,wh-012,wh-051,LOW
PKG-000784,271.56,WH-001,WH-070,STANDARD
PKG-000785,180.87,WH-029,WH-061,URGENT
 PKG-000786 ,54.07,WH-092,WH-013, LOW ,
PKG-000787,419.90,WH-034,WH-041,URGENT
PKG-000788,317.98,WH-003,wh-049,LOW
pkg-000789,38.58,WH-026,WH-072,STANDARD
PKG-000790,222.26,WH-089,WH-016,STANDARD
PKG-000791,343.45,WH-090,WH-096,STANDARD
PKG-000792,63.80,WH-076,WH-070,EXPRESS
 PKG-000793 ,396.00,WH-069,WH-059,LOW
PKG-000794,42.26,WH-098,WH-084,URGENT
PKG-000795,461.79,WH-025,WH-083,URGENT
PKG-000796,363.99,WH-013,WH-069,STANDARD
PKG-000797,264.58,WH-047,WH-018,STANDARD
PKG-000798,344.18,WH-008,WH-041,STANDARD
PKG-000799,83.62,WH-068,WH-012,STANDARD
PKG-000800,284.67,WH-072,WH-039,STANDARD
PKG-000801,439.72,WH-047, WH-042 ,LOW
PKG-000802,467.30, WH-012 ,WH-042, URGENT 
PKG-000803,297.28,WH-091,WH-013,STANDARD
PKG-000804,117.53,WH-053,WH-067,STANDARD
 PKG-000805 ,463.10,WH-062,WH-038,URGENT,
PKG-000806,105.94,WH-089,WH-020,STANDARD
PKG-000807,303.39,WH-054,WH-057,STANDARD
PKG-000808,82.35,wh-002,WH-074,STANDARD
PKG-000809,283.55,WH-072,WH-093,low
PKG-000810,77.07, WH-081 ,WH-025,URGENT
PKG-000811,408.47,WH-094,WH-054,URGENT
PKG-000812,79.56,WH-013,WH-064,STANDARD
PKG-000813,491.97,WH-005,WH-009,URGENT
PKG-000814,388.62,wh-094,WH-010,URGENT
PKG-000815,110.77,,WH-100,STANDARD
PKG-000816,458.20,WH-088,WH-033, URGENT 
pkg-000817,151.93,WH-036,WH-014,URGENT
PKG-000818,230.16,WH-087,WH-012,STANDARD
,172.91,WH-081,WH-016,LOW
PKG-000820,29.86,WH-049,WH-096,STANDARD
 PKG-000821 ,400.53,WH-024,WH-061,STANDARD
PKG-000822,,WH-073,WH-030,URGENT
PKG-000823,446.56,WH-053,WH-036,
pkg-000824, 134.42135009275245 ,WH-041,WH-070,URGENT
pkg-000825,46.35,WH-017, WH-056 ,STANDARD
PKG-000826,139.00,WH-063,WH-012,STANDARD
PKG-000827, 141.84042804047334 ,wh-082,WH-051,STANDARD
PKG-000828, 482.8144000532462 ,WH-015,WH-062,LOW
PKG-000829,373.20,WH-090,WH-049,URGENT
pkg-000830,164.19,WH-071,WH-017,LOW
PKG-000831, 442.5887257919823 ,WH-048,WH-078,urgent
PKG-000832,117.76,WH-055,WH-045,LOW
PKG-000833,347.69, WH-071 ,WH-095,URGENT
PKG-000834,399.92,WH-086,WH-060,STANDARD
PKG-000835,48.47,WH-088,WH-059,urgent
PKG-000836,400.21,WH-061,WH-024,URGENT
PKG-000837,230.05,WH-051,WH-057,LOW
PKG-000838,96.44,WH-077,WH-022,URGENT
 PKG-000839 ,212.26,WH-002,WH-059,URGENT
PKG-000840,445.25,wh-076,WH-026,LOW
PKG-000841,63.53,WH-077,WH-051, LOW 
PKG-000842,381.97,WH-024,WH-098, LOW 
PKG-000843,371.38832475830986kg,WH-077,WH-075,STANDARD,
,38.74,WH-036,WH-024,LOW
PKG-000845,,WH-079, WH-026 ,
PKG-000846,394.94,WH-075,WH-013,URGENT
PKG-000847,82.26,WH-086,WH-049,URGENT
PKG-000848,null,WH-059,WH-087,LOW
 PKG-000849 ,190.68,WH-068,WH-065,LOW
pkg-000850,310.73,WH-039,WH-081,STANDARD
PKG-000851,52.25,WH-049,WH-021,
PKG-000852,48.00,WH-069,WH-035,LOW
 PKG-000853 ,327.48,WH-024,WH-034,LOW,
PKG-000854,350.13,WH-006,WH-067,STANDARD
PKG-000855,154.79,WH-058,WH-064,URGENT
 PKG-000856 ,180.14,WH-053,WH-003,low
PKG-000857,215.73,WH-053,WH-020,LOW

PKG-000858,62.86,WH-022,WH-082,STANDARD
PKG-000859,,WH-022,WH-003,STANDARD
PKG-000860,449.43,WH-068,WH-040,LOW
PKG-000861,32.64,WH-026,WH-022,URGENT
PKG-000862,137.38,WH-010,WH-069,STANDARD
PKG-000863,150.42,WH-022,WH-003,STANDARD
PKG-000864,60.90,WH-058,WH-078,LOW
PKG-000865,277.20,WH-012,wh-065,STANDARD
 PKG-000866 ,55.17,WH-021,WH-001,STANDARD
 PKG-000867 ,193.44,WH-097,WH-004,EXPRESS
PKG-000868,246.79,WH-015, WH-097 ,STANDARD
PKG-000869,291.15,WH-064,WH-058,URGENT
pkg-000870,85.54,WH-002,WH-090,STANDARD
PKG-000871,52.29,WH-042,WH-066,URGENT
PKG-000872,288.25,WH-063,WH-094,URGENT
pkg-000873,,WH-004,WH-065,URGENT
PKG-000874,25.67,WH-014,WH-023,LOW
PKG-000875,315.44,WH-044,WH-011,LOW
PKG-000876,141.69,WH-062,WH-046,LOW
PKG-000877,108.17456675890264kg,WH-046,WH-076,URGENT
PKG-000878,464.74,WH-037,WH-063,URGENT
 PKG-000879 ,205.78,WH-029,WH-057
PKG-000880,388.77,WH-051,WH-091,STANDARD

PKG-000881,457.09,WH-055,WH-063, LOW 
PKG-000882,366.27,WH-099,WH-052,STANDARD
PKG-000883,174.76,WH-034,WH-039,STANDARD
PKG-000884,416.50,WH-045,WH-025,STANDARD
PKG-000885,299.41,WH-077,WH-096,NONE
PKG-000886,336.36,WH-010,WH-079,standard
 PKG-000887 ,233.95,WH-078,WH-042,STANDARD
PKG-000888,116.48,WH-082, WH-003 ,URGENT
PKG-000889,11.29,WH-081, WH-094 ,LOW
PKG-000890,63.32,WH-065,WH-023,URGENT
PKG-000891,41.58,WH-075,WH-089,
PKG-000892,16.91, WH-009 ,WH-084,LOW
PKG-000893,65.61,WH-042,WH-080,URGENT
PKG-000894,262.07,WH-081,WH-018,
PKG-000895,250.67,WH-042,WH-047
PKG-000896, 92.40906781969906 ,WH-080,WH-029,URGENT
PKG-000897,266.54, WH-086 ,WH-032,STANDARD
PKG-000898,158.22,WH-092,WH-063,LOW
PKG-000899,398.38, WH-016 ,WH-086,STANDARD
PKG-000900,315.61,WH-038,WH-047,STANDARD
PKG-000901,309.60,WH-052,WH-071,LOW
pkg-000902,484.65,WH-017,WH-019, URGENT 
PKG-000903,468.07,WH-094,WH-069, URGENT 
PKG-000904,319.84,WH-089,WH-044,EXPRESS
PKG-000905,308.92,WH-023,WH-012,STANDARD
PKG-000906,305.97,WH-003,WH-006,standard
PKG-000907,6.51,WH-051,WH-053, URGENT 
PKG-000908,154.32,WH-007,WH-015,STANDARD
PKG-000909,340.02, WH-021 ,WH-037,LOW
PKG-000910,166.86,WH-005,WH-002,STANDARD
pkg-000911,114.05,WH-082,WH-088,URGENT
PKG-000912,250.1993087214982kg,WH-027,WH-070,URGENT
PKG-000913,193.01,WH-042,WH-052,STANDARD
PKG-000914,219.99,WH-099,WH-067,LOW
pkg-000915,484.44,WH-013,WH-083,STANDARD
PKG-000916,477.21,wh-100, WH-073 ,urgent
PKG-000917,183.71,WH-047,,LOW
PKG-000918,420.74,WH-021,WH-063,URGENT
PKG-000919,167.33,WH-041,WH-087,URGENT
PKG-000920, 374.5997843154066 ,WH-100,WH-022,URGENT
PKG-000921,255.37,WH-021,WH-013,STANDARD
PKG-000922,55.80389112965752kg,WH-060,WH-063,URGENT
PKG-000923,349.12,,WH-018,URGENT
PKG-000924,161.06,WH-083,WH-034,URGENT
PKG-000925,356.42,WH-020,wh-022,STANDARD
PKG-000926,242.80,WH-021,WH-067,low
PKG-000927,75.95,WH-066,WH-063,STANDARD
PKG-000928,424.15,WH-047,WH-020,LOW
PKG-000929,344.26,WH-096,WH-023,LOW
PKG-000930,288.06,WH-047,WH-067,STANDARD
PKG-000931,214.06, WH-053 ,WH-046,URGENT
pkg-000932,290.14,WH-029,WH-086,STANDARD
PKG-000933,478.80,WH-054,WH-023,URGENT
PKG-000934,117.30,WH-085,WH-096,STANDARD
PKG-000935,405.92,WH-063,WH-065,LOW
PKG-000936,98.35,WH-016,WH-052,STANDARD
pkg-000937,378.98,WH-042,WH-008,URGENT
PKG-000938,345.47,WH-047,WH-045,LOW
PKG-000939,218.3157050135559kg,WH-087,WH-052,URGENT
pkg-000940,415.97,WH-084,WH-019,STANDARD
PKG-000941,314.02,wh-040,WH-055,LOW
PKG-000942,349.31,WH-065,WH-001, URGENT 
PKG-000943,171.80,WH-072,WH-060,LOW
PKG-000944,134.82,WH-072,WH-069,URGENT
PKG-000945,444.98,wh-039, WH-006 ,URGENT
PKG-000946,null,WH-096,WH-044,standard
PKG-000947,,WH-061,WH-048,standard
PKG-000948,116.10,WH-094,WH-045,STANDARD
PKG-000949,404.96,wh-008,WH-062,URGENT
PKG-000950,235.55,WH-073,wh-074,LOW
,425.69,WH-016,WH-003,STANDARD
PKG-000952,351.17,WH-004,WH-084,LOW
PKG-000953,414.04,WH-040,WH-052,STANDARD
PKG-000954,399.35,WH-021,WH-061,URGENT
pkg-000955,178.56, WH-014 ,,LOW
PKG-000956,248.02,WH-044,wh-006,URGENT
PKG-000957,218.21,WH-020,WH-050,STANDARD
 PKG-000958 ,280.23,WH-020,WH-051,URGENT
PKG-000959,387.75,WH-082,WH-055,STANDARD
PKG-000960,9.35,WH-018,wh-074,URGENT
PKG-000961,380.86,WH-030,WH-011,LOW
 PKG-000962 ,307.00,WH-010,WH-045,LOW
PKG-000963,337.04,WH-096,WH-015,STANDARD
PKG-000964,284.31,WH-035,WH-046,URGENT
PKG-000965,438.38,wh-025,WH-086,LOW
PKG-000966,57.84,WH-064,WH-012,STANDARD
PKG-000967,346.94,WH-026,WH-008,LOW

PKG-000968,94.74,WH-039,WH-008,LOW
PKG-000969,214.24,WH-036,WH-004,STANDARD
PKG-000970,487.17,WH-078,WH-083,LOW
PKG-000971,421.51,WH-074,WH-039,URGENT
PKG-000972,318.59, WH-065 ,WH-008,LOW
PKG-000973,357.82,WH-035,WH-031,NONE
PKG-000974,307.21,WH-077,WH-078,LOW
PKG-000975,467.00,WH-080,WH-036,URGENT

PKG-000976,168.01,WH-037,WH-091, STANDARD ,
pkg-000977,153.76,,WH-090,URGENT
PKG-000978,417.76,,WH-093,URGENT
PKG-000979,407.17,WH-048,WH-031,STANDARD
PKG-000980,92.08,WH-031,WH-071,STANDARD
PKG-000981,70.84,WH-090,WH-097,standard
PKG-000982,227.82,WH-082,wh-089,LOW
PKG-000983,422.53,WH-048,WH-041,URGENT
PKG-000984,94.62,WH-066,WH-064,EXPRESS
PKG-000985,255.06,wh-054,WH-100,URGENT,
PKG-000986,345.66,WH-035,WH-096,LOW
 PKG-000987 ,367.03,WH-037,WH-070,URGENT
PKG-000988,368.53,WH-039,wh-047,NONE
pkg-000989,347.95,WH-033,WH-066,LOW
PKG-000990,205.87,WH-008,WH-085,VIP
PKG-000991,106.58907191597717kg,WH-055,WH-096,STANDARD
PKG-000992,136.05,WH-038,wh-005,URGENT
PKG-000993,197.36,WH-070, WH-090 ,STANDARD
PKG-000994,295.05,WH-027,WH-098,STANDARD
PKG-000995,213.49,WH-039,WH-064,STANDARD
PKG-000996,66.48,wh-077, WH-089 ,URGENT
PKG-000997,null,WH-031,wh-039,LOW
PKG-000998,81.72,WH-077,WH-038,URGENT
 PKG-000999 ,435.15,WH-057,,STANDARD
PKG-001000,60.78,WH-072,WH-013,LOW
PKG-001001,66.73,WH-057,WH-051,STANDARD
PKG-001002,31.86,WH-022,,STANDARD
PKG-001003,315.65,wh-059,, LOW 
PKG-001004,20.74,WH-015,WH-050,LOW
 PKG-001005 ,87.39,WH-011,WH-008,STANDARD
PKG-001006,169.75,WH-087,WH-015,URGENT
PKG-001007,396.97, WH-060 ,WH-005,low
PKG-001008,289.50,WH-053,WH-098,STANDARD
PKG-001009,163.63,WH-091,WH-080,URGENT
PKG-001010,,wh-092,WH-023,LOW
PKG-001011, 16.205781361107675 ,WH-041,WH-056,URGENT,
PKG-001012,199.78,WH-011,WH-055,CRITICAL
PKG-001013,19.55,WH-096,WH-051,LOW
 PKG-001014 ,140.17,WH-087,WH-017,LOW
PKG-001015,341.61,WH-078,WH-018,STANDARD
PKG-001016,null,WH-019,WH-061,LOW
PKG-001017,116.11,WH-058,WH-008,STANDARD
PKG-001018,293.36,WH-094,WH-006,LOW
PKG-001019,364.95,WH-003,WH-032,URGENT
PKG-001020,288.07,WH-060,WH-064,
PKG-001021,163.42,WH-043,WH-063,LOW
PKG-001022,497.88,WH-071,WH-053,STANDARD
 PKG-001023 ,155.48,WH-073,WH-055,STANDARD
pkg-001024,272.47,WH-035,WH-054,LOW
PKG-001025,34.01,WH-029, WH-030 ,STANDARD
PKG-001026,402.08, WH-097 ,WH-041,STANDARD
,67.18,WH-026,wh-055,STANDARD
PKG-001028,431.87,WH-081,WH-021,STANDARD
PKG-001029,234.39,wh-017,WH-089,STANDARD
PKG-001030,231.10,WH-030,WH-003,LOW
PKG-001031,490.65,WH-066,WH-021,LOW
PKG-001032,297.35, WH-030 ,WH-012,STANDARD
PKG-001033,28.29,WH-052,WH-071,LOW
 PKG-001034 ,127.52,WH-074,WH-082,urgent
 PKG-001035 ,25.88,WH-014,WH-066,LOW
PKG-001036,307.33,WH-061,WH-085,LOW
PKG-001037,291.37,WH-024,WH-051,LOW
PKG-001038,64.10,,WH-053,STANDARD
PKG-001039,189.25,WH-010,WH-001,URGENT,
PKG-001040,388.14, WH-079 ,WH-062,URGENT,
PKG-001041,83.85,WH-030,WH-063,URGENT
PKG-001042,28.64,WH-066,WH-004,URGENT
PKG-001043,475.66,WH-091,WH-037,LOW
PKG-001044,282.02,WH-040,WH-088,STANDARD
PKG-001045,270.38,wh-084,WH-050,URGENT
PKG-001046,80.07,WH-036,WH-057,NONE
pkg-001047,141.51, WH-006 ,wh-031,LOW
PKG-001048,104.04,WH-018, WH-036 ,STANDARD
PKG-001049,265.16,WH-053,WH-078,URGENT
PKG-001050,195.51,WH-064,WH-087, STANDARD 
PKG-001051,405.86,wh-046,WH-069,LOW
PKG-001052,475.54,WH-041,WH-090,URGENT
PKG-001053,91.45,WH-056,WH-048,URGENT
 PKG-001054 ,303.37,,WH-080,URGENT
PKG-001055,251.29,WH-043,wh-015,STANDARD
PKG-001056,143.01, WH-002 ,WH-012,LOW
PKG-001057,13.78,WH-099,WH-090,LOW
PKG-001058,393.00,WH-008, WH-064 ,LOW
PKG-001059,55.86,WH-087,WH-027,URGENT
pkg-001060,413.66,WH-091,WH-075,standard
PKG-001061,131.15,WH-087,WH-005,LOW
PKG-001062,324.30,WH-035,WH-071,low
PKG-001063,117.46,WH-086,WH-006,STANDARD
PKG-001064,124.40,WH-022,WH-072,STANDARD
PKG-001065,282.54,WH-036,WH-005,URGENT
PKG-001066,208.34,WH-029,WH-047,LOW
pkg-001067,251.77,WH-050,WH-044,STANDARD
PKG-001068,240.15,WH-098,WH-057,LOW
PKG-001069,358.05,WH-080,WH-041,LOW
PKG-001070,100.77,WH-017,wh-079,EXPRESS
PKG-001071,113.44,WH-044,WH-081,URGENT
